scenario,stage,week_start,mean_weekly_arrivals,std_weekly_arrivals,min_weekly_arrivals,max_weekly_arrivals
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-09-21,1.8888888888888888,0.6763995415945231,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-09-28,1.8125,1.046820583162814,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-10-05,2.466666666666667,1.1872336794093272,1,5
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-10-12,1.5555555555555556,0.7838233761296738,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-10-19,1.6666666666666667,0.8997354108424372,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-10-26,1.7222222222222223,0.8264420947336313,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-11-02,1.7142857142857142,0.825420305855557,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-11-09,1.4285714285714286,0.646206172658864,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-11-16,1.9411764705882353,0.8993461677306268,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-11-23,1.7058823529411764,0.7717436331412897,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-11-30,1.5714285714285714,0.7559289460184544,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-12-07,2.142857142857143,1.0994504121565505,1,5
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-12-14,2.0833333333333335,0.90033663737852,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-12-21,1.7333333333333334,0.7988086367179801,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-12-28,1.8,1.1464230084422218,1,5
ALL_MC_BASELINE,pathrep_to_treatmdt,2027-01-04,1.0,0.0,1,1
ALL_MC_BASELINE,ref_to_mri,2026-01-05,3.3157894736842106,1.7013926184468013,1,8
ALL_MC_BASELINE,ref_to_mri,2026-01-12,3.7222222222222223,1.7083034430670598,1,7
ALL_MC_BASELINE,ref_to_mri,2026-01-19,3.3157894736842106,1.733738144362168,1,7
ALL_MC_BASELINE,ref_to_mri,2026-01-26,3.0526315789473686,1.223550580642996,1,5
ALL_MC_BASELINE,ref_to_mri,2026-02-02,3.210526315789474,1.3975751766073288,1,6
ALL_MC_BASELINE,ref_to_mri,2026-02-09,3.35,1.663066286617647,1,6
ALL_MC_BASELINE,ref_to_mri,2026-02-16,2.95,1.2763022245616642,1,6
ALL_MC_BASELINE,ref_to_mri,2026-02-23,3.1052631578947367,1.4489358870144542,1,5
ALL_MC_BASELINE,ref_to_mri,2026-03-02,3.1052631578947367,1.8825141829805179,1,7
ALL_MC_BASELINE,ref_to_mri,2026-03-09,3.1,2.023545611570261,1,7
ALL_MC_BASELINE,ref_to_mri,2026-03-16,3.1666666666666665,1.8230549667425573,1,6
ALL_MC_BASELINE,ref_to_mri,2026-03-23,2.6315789473684212,1.8015587792486036,1,7
ALL_MC_BASELINE,ref_to_mri,2026-03-30,2.5,1.2004900959975617,1,5
ALL_MC_BASELINE,ref_to_mri,2026-04-06,2.9,1.4104870379448817,1,5
ALL_MC_BASELINE,ref_to_mri,2026-04-13,3.25,2.0742785683093214,1,8
ALL_MC_BASELINE,ref_to_mri,2026-04-20,3.388888888888889,1.3779306261410682,1,6
ALL_MC_BASELINE,ref_to_mri,2026-04-27,2.9444444444444446,1.6967866593417875,1,7
ALL_MC_BASELINE,ref_to_mri,2026-05-04,2.4210526315789473,1.5024346712987118,1,6
ALL_MC_BASELINE,ref_to_mri,2026-05-11,3.1052631578947367,1.6294081011931658,1,7
ALL_MC_BASELINE,ref_to_mri,2026-05-18,3.15,1.496487114615601,1,6
ALL_MC_BASELINE,ref_to_mri,2026-05-25,2.9473684210526314,1.4327007988227578,1,7
ALL_MC_BASELINE,ref_to_mri,2026-06-01,2.6315789473684212,1.01162829777814,1,4
ALL_MC_BASELINE,ref_to_mri,2026-06-08,2.9,1.774082416646034,1,7
ALL_MC_BASELINE,ref_to_mri,2026-06-15,3.4210526315789473,1.5024346712987116,1,6
ALL_MC_BASELINE,ref_to_mri,2026-06-22,3.35,1.694418080515829,1,6
ALL_MC_BASELINE,ref_to_mri,2026-06-29,3.4,1.6351404253232553,1,6
ALL_MC_BASELINE,ref_to_mri,2026-07-06,3.111111111111111,1.323493100445977,1,6
ALL_MC_BASELINE,ref_to_mri,2026-07-13,3.611111111111111,1.5005445634595809,1,6
ALL_MC_BASELINE,ref_to_mri,2026-07-20,3.210526315789474,1.4749368110164,2,7
ALL_MC_BASELINE,ref_to_mri,2026-07-27,2.3333333333333335,1.3719886811400708,1,6
