scenario,seed,stage,total_arrivals,mean_daily_arrivals,peak_daily_arrivals,mean_in_stage,peak_in_stage,total_completed,completion_ratio
ALL_BASELINE,11,treatmdt_to_outpat,161,1.2578125,4,4.693150684931507,12,151,0.937888198757764
OBS_MIX,11,ref_to_mri,426,2.1194029850746268,7,14.36986301369863,28,391,0.9178403755868545
OBS_MIX,11,mri_to_report,391,2.2471264367816093,6,4.8054794520547945,13,388,0.9923273657289002
OBS_MIX,11,report_to_biopmdt,388,2.2690058479532165,7,2.66027397260274,8,387,0.9974226804123711
OBS_MIX,11,biopmdt_to_biopsy,221,1.782258064516129,5,15.441095890410958,30,206,0.9321266968325792
OBS_MIX,11,biopsy_to_pathrep,206,1.3918918918918919,4,4.635616438356164,11,199,0.9660194174757282
OBS_MIX,11,pathrep_to_treatmdt,168,1.3548387096774193,3,4.928767123287671,11,162,0.9642857142857143
OBS_MIX,11,treatmdt_to_outpat,162,1.3064516129032258,4,4.717808219178083,13,152,0.9382716049382716
ALL_PROSTAD,11,ref_to_mri,426,2.1194029850746268,7,0.0,0,206,0.4835680751173709
ALL_PROSTAD,11,mri_to_report,206,3.9615384615384617,4,0.5643835616438356,4,206,1.0
ALL_PROSTAD,11,report_to_biopmdt,206,3.9615384615384617,4,0.0,0,206,1.0
ALL_PROSTAD,11,biopmdt_to_biopsy,118,2.36,4,8.205479452054794,14,109,0.923728813559322
ALL_PROSTAD,11,biopsy_to_pathrep,109,1.211111111111111,3,2.2575342465753425,7,105,0.963302752293578
ALL_PROSTAD,11,pathrep_to_treatmdt,85,1.1643835616438356,2,2.6904109589041094,8,84,0.9882352941176471
ALL_PROSTAD,11,treatmdt_to_outpat,84,1.135135135135135,3,2.6136986301369864,7,82,0.9761904761904762
ALL_BASELINE,12,ref_to_mri,460,2.149532710280374,8,30.117808219178084,47,423,0.9195652173913044
ALL_BASELINE,12,mri_to_report,423,1.7479338842975207,8,8.172602739726027,21,417,0.9858156028368794
ALL_BASELINE,12,report_to_biopmdt,417,1.7896995708154506,5,6.043835616438356,16,409,0.9808153477218226
ALL_BASELINE,12,biopmdt_to_biopsy,248,1.4090909090909092,4,17.643835616438356,29,223,0.8991935483870968
ALL_BASELINE,12,biopsy_to_pathrep,223,1.5067567567567568,5,5.30958904109589,13,218,0.9775784753363229
ALL_BASELINE,12,pathrep_to_treatmdt,172,1.3129770992366412,3,4.945205479452055,13,166,0.9651162790697675
ALL_BASELINE,12,treatmdt_to_outpat,166,1.371900826446281,3,4.901369863013699,12,158,0.9518072289156626
OBS_MIX,12,ref_to_mri,460,2.149532710280374,8,15.646575342465754,25,421,0.9152173913043479
OBS_MIX,12,mri_to_report,421,2.2880434782608696,10,4.580821917808219,15,419,0.995249406175772
OBS_MIX,12,report_to_biopmdt,419,2.4080459770114944,8,3.03013698630137,9,414,0.9880668257756563
OBS_MIX,12,biopmdt_to_biopsy,253,1.6754966887417218,5,18.041095890410958,29,229,0.9051383399209486
OBS_MIX,12,biopsy_to_pathrep,229,1.4493670886075949,5,5.46027397260274,14,224,0.9781659388646288
OBS_MIX,12,pathrep_to_treatmdt,176,1.2661870503597121,3,5.005479452054795,11,168,0.9545454545454546
OBS_MIX,12,treatmdt_to_outpat,168,1.2444444444444445,3,4.997260273972603,14,160,0.9523809523809523
ALL_PROSTAD,12,ref_to_mri,460,2.149532710280374,8,0.0,0,207,0.45
ALL_PROSTAD,12,mri_to_report,207,3.980769230769231,4,0.5671232876712329,4,207,1.0
ALL_PROSTAD,12,report_to_biopmdt,207,3.980769230769231,4,0.0,0,207,1.0
