scenario,stage,week_index,weekly_arrivals_mean,weekly_arrivals_std
OBS_MIX,ref_to_mri,37,9.8,2.930780388260186
OBS_MIX,ref_to_mri,38,6.8,2.546411303445653
OBS_MIX,ref_to_mri,39,9.05,2.6452539426400317
OBS_MIX,ref_to_mri,40,8.75,2.692582403567252
OBS_MIX,ref_to_mri,41,8.85,2.5188761069384222
OBS_MIX,ref_to_mri,42,8.5,2.564945880212885
OBS_MIX,ref_to_mri,43,8.5,2.7815179498365916
OBS_MIX,ref_to_mri,44,8.25,2.6132254721743884
OBS_MIX,ref_to_mri,45,9.3,3.2622239750142685
OBS_MIX,ref_to_mri,46,8.7,2.9217874846167637
OBS_MIX,ref_to_mri,47,8.05,3.6197557347074363
OBS_MIX,ref_to_mri,48,9.4,2.5005262603994716
OBS_MIX,ref_to_mri,49,8.7,2.473012226755907
OBS_MIX,ref_to_mri,50,8.6,2.702825032793417
OBS_MIX,ref_to_mri,51,9.15,3.842627938492642
OBS_MIX,ref_to_mri,52,2.1333333333333333,1.3557637102737476
OBS_MIX,report_to_biopmdt,0,2.15,1.1821033884786183
OBS_MIX,report_to_biopmdt,1,3.55,0.9445132413883327
OBS_MIX,report_to_biopmdt,2,4.7,0.8645047258706174
OBS_MIX,report_to_biopmdt,3,5.65,1.814415956487898
OBS_MIX,report_to_biopmdt,4,6.7,2.0026298499197184
OBS_MIX,report_to_biopmdt,5,8.15,2.2307657406087453
OBS_MIX,report_to_biopmdt,6,7.2,1.7350868323485928
OBS_MIX,report_to_biopmdt,7,7.7,2.2501461940809184
OBS_MIX,report_to_biopmdt,8,8.6,2.280350850198276
OBS_MIX,report_to_biopmdt,9,7.5,2.064741604835056
OBS_MIX,report_to_biopmdt,10,8.25,2.29128784747792
OBS_MIX,report_to_biopmdt,11,8.8,1.9894458366193601
OBS_MIX,report_to_biopmdt,12,8.3,3.0279400675428794
OBS_MIX,report_to_biopmdt,13,7.45,2.0894471693929497
OBS_MIX,report_to_biopmdt,14,8.85,1.663066286617647
OBS_MIX,report_to_biopmdt,15,8.05,2.139232523470435
OBS_MIX,report_to_biopmdt,16,7.9,2.1250386993380173
OBS_MIX,report_to_biopmdt,17,7.5,1.4327007988227578
OBS_MIX,report_to_biopmdt,18,9.0,2.7720408594239347
OBS_MIX,report_to_biopmdt,19,8.8,2.930780388260186
OBS_MIX,report_to_biopmdt,20,8.05,1.731290969494334
OBS_MIX,report_to_biopmdt,21,8.25,2.197486602557807
OBS_MIX,report_to_biopmdt,22,8.3,1.5927467172350906
OBS_MIX,report_to_biopmdt,23,7.85,1.785172850248165
OBS_MIX,report_to_biopmdt,24,8.65,2.2307657406087453
OBS_MIX,report_to_biopmdt,25,8.25,2.8446625921465443
OBS_MIX,report_to_biopmdt,26,9.15,2.1588252165910684
OBS_MIX,report_to_biopmdt,27,7.9,2.673456268775054
OBS_MIX,report_to_biopmdt,28,7.9,1.99736668746891
OBS_MIX,report_to_biopmdt,29,7.95,1.9594574974238477
OBS_MIX,report_to_biopmdt,30,8.2,2.284962282309918
OBS_MIX,report_to_biopmdt,31,8.25,1.8317377426626162
OBS_MIX,report_to_biopmdt,32,9.5,1.877848713148555
OBS_MIX,report_to_biopmdt,33,8.1,2.1001253095445214
OBS_MIX,report_to_biopmdt,34,8.7,2.473012226755907
OBS_MIX,report_to_biopmdt,35,9.05,2.3502519461807316
OBS_MIX,report_to_biopmdt,36,7.5,1.9056702094980709
OBS_MIX,report_to_biopmdt,37,7.55,1.848897253129978
OBS_MIX,report_to_biopmdt,38,7.7,1.976173868336169
OBS_MIX,report_to_biopmdt,39,8.35,2.007223796297028
OBS_MIX,report_to_biopmdt,40,8.85,2.412140346794021
OBS_MIX,report_to_biopmdt,41,8.7,1.7800059136507327
OBS_MIX,report_to_biopmdt,42,8.75,2.29128784747792
OBS_MIX,report_to_biopmdt,43,7.7,1.9761738683361687
OBS_MIX,report_to_biopmdt,44,8.7,1.8945906376340316
OBS_MIX,report_to_biopmdt,45,8.5,2.064741604835056
OBS_MIX,report_to_biopmdt,46,8.25,1.743408639479146
OBS_MIX,report_to_biopmdt,47,8.05,2.0384462607326044
OBS_MIX,report_to_biopmdt,48,8.4,2.0621909656836754
OBS_MIX,report_to_biopmdt,49,8.25,1.4464111667011892
OBS_MIX,report_to_biopmdt,50,7.9,2.337339918526366
OBS_MIX,report_to_biopmdt,51,8.210526315789474,2.1493913187076177
OBS_MIX,treatmdt_to_outpat,0,1.85,0.8750939799154206
OBS_MIX,treatmdt_to_outpat,1,1.7142857142857142,0.9138735334633754
OBS_MIX,treatmdt_to_outpat,2,1.8888888888888888,1.0226199851298272
OBS_MIX,treatmdt_to_outpat,3,2.526315789473684,1.3067525929498998
OBS_MIX,treatmdt_to_outpat,4,2.6315789473684212,1.6401397743888062
OBS_MIX,treatmdt_to_outpat,5,3.55,1.7312909694943341
OBS_MIX,treatmdt_to_outpat,6,2.736842105263158,1.6613951721756792
OBS_MIX,treatmdt_to_outpat,7,3.4210526315789473,1.8353258709644942
OBS_MIX,treatmdt_to_outpat,8,4.6,2.010498759800138
OBS_MIX,treatmdt_to_outpat,9,3.75,1.8027756377319948
OBS_MIX,treatmdt_to_outpat,10,4.1,2.291862033139728
OBS_MIX,treatmdt_to_outpat,11,3.789473684210526,1.6525719808972872
OBS_MIX,treatmdt_to_outpat,12,4.2,1.5761378513048245
OBS_MIX,treatmdt_to_outpat,13,3.9,1.7441631985447619
OBS_MIX,treatmdt_to_outpat,14,3.9,1.5861240410775606
OBS_MIX,treatmdt_to_outpat,15,3.95,1.8202082009311027
OBS_MIX,treatmdt_to_outpat,16,3.7,1.525226471535845
OBS_MIX,treatmdt_to_outpat,17,3.45,1.234376040972246
OBS_MIX,treatmdt_to_outpat,18,5.15,2.412140346794021
OBS_MIX,treatmdt_to_outpat,19,4.578947368421052,2.3169853371636986
OBS_MIX,treatmdt_to_outpat,20,4.55,1.538112308540638
OBS_MIX,treatmdt_to_outpat,21,4.05,2.0124611797498106
OBS_MIX,treatmdt_to_outpat,22,3.4,2.137386500526187
OBS_MIX,treatmdt_to_outpat,23,4.052631578947368,1.470966583596813
OBS_MIX,treatmdt_to_outpat,24,4.25,1.712953743192089
OBS_MIX,treatmdt_to_outpat,25,4.2631578947368425,2.4459059958123652
OBS_MIX,treatmdt_to_outpat,26,4.2,1.5761378513048248
OBS_MIX,treatmdt_to_outpat,27,3.736842105263158,1.758853959674307
OBS_MIX,treatmdt_to_outpat,28,4.45,2.3277502126799554
OBS_MIX,treatmdt_to_outpat,29,4.55,1.7312909694943341
OBS_MIX,treatmdt_to_outpat,30,3.4,1.8467610337532774
OBS_MIX,treatmdt_to_outpat,31,4.3,1.688973528196155
OBS_MIX,treatmdt_to_outpat,32,4.15,2.41214034679402
OBS_MIX,treatmdt_to_outpat,33,4.4,1.6982963599783722
OBS_MIX,treatmdt_to_outpat,34,3.8,1.2396943596157715
OBS_MIX,treatmdt_to_outpat,35,3.85,1.6630662866176473
OBS_MIX,treatmdt_to_outpat,36,3.85,1.6311119875071343
OBS_MIX,treatmdt_to_outpat,37,3.8,1.4725559590832464
OBS_MIX,treatmdt_to_outpat,38,4.2,1.7044832524535805
OBS_MIX,treatmdt_to_outpat,39,4.45,2.139232523470435
OBS_MIX,treatmdt_to_outpat,40,4.25,2.3141441523584345
OBS_MIX,treatmdt_to_outpat,41,3.736842105263158,1.8809603121561158
OBS_MIX,treatmdt_to_outpat,42,5.0,2.406132515928939
OBS_MIX,treatmdt_to_outpat,43,4.45,1.700619082322051
OBS_MIX,treatmdt_to_outpat,44,3.5294117647058822,2.0346267181851667
OBS_MIX,treatmdt_to_outpat,45,3.0,1.8397324220155997
OBS_MIX,treatmdt_to_outpat,46,2.8,1.4832396974191326
OBS_MIX,treatmdt_to_outpat,47,1.0,
